Evento,RGS,Perfil solicitado,EVC,Habilidades Técnicas,Pruebas,Medellin,Fecha Solicitud,Tipo Solicitud,Estado,Observaciones
2150,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;AWS DynamoDB;PostgreSQL;Spring Boot;Spring Cloud;Artifactory;SOLID;Event-driven Architecture (EDA);DOCKER;Kubernetes;Gradle;RabbitMQ,,,4/26/23,NUEVA,APLICADO_SELECCIONADO,
2083,,DESARROLLOS BACK-END SEMI-SENIOR AS400,,RPG/ILE;DB2,,,2/20/23,NUEVA,NO_APLICADO,
2159,,DESARROLLOS BACK-END SEMI-SENIOR,,Python;ORACLE;Git,,,2/22/23,NUEVA,APLICADO_NO_SELECCIONADO,
2152,,DESARROLLOS FULL-STACK SENIOR ,,,,,2/21/23,NUEVA,APLICADO_SELECCIONADO,
2164,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;Spring Boot;Artifactory;Pruebas Unitarias;DOCKER;Kubernetes;Git,,,3/1/23,NUEVA,APLICADO_SELECCIONADO,
2171,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;JavaScript;PostgreSQL;Angular;Kubernetes;DOCKER;Git,,,3/3/23,NUEVA,NO_APLICADO,
2188,,DESARROLLOS FULL-STACK SEMI-SENIOR,,HABILIDADES TÉCNICAS:Java SE;REACT;PostgreSQL;AWS DynamoDB;Angular;Spring Boot;Artifactory;AMAZON EC2;Jmeter;Nodejs;UrbanCode;DEVOPs y AWS ,,,3/8/23,NUEVA,APLICADO_SELECCIONADO,
2178,,DESARROLLOS FULL-STACK SEMI-SENIOR,,HABILIDADES TÉCNICAS:Python;JavaScript;PostgreSQL;Spring Boot;Artifactory;OAuth 20;Kubernetes;Nodejs;Git;GraphQL;HTML RabbitMQ;Django,,,3/8/23,REEMPLAZO,APLICADO_NO_SELECCIONADO,
2193,,DESARROLLOS BACK-END SEMI-SENIOR,,HABILIDADES TÉCNICAS: RPG/ILE;Java SE;DB2;SQL Server;Spring Boot;Artifactory;Azure Active Directory;DOCKER;Git;Gradle;Iseries;DevOps;Ingeniería de Software ,,,3/9/23,REEMPLAZO,NO_APLICADO,R  JAMES JOHAN CARDONA QUINCHIA
2197,,DESARROLLOS FULL-STACK SENIOR,,Java SE;JavaScript;PostgreSQL;MongoDB;Angular;Spring Boot;Artifactory;SOLID;Event-driven Architecture (EDA);Kubernetes;DOCKER;Git;Gradle,,,3/10/23,NUEVA,APLICADO_NO_SELECCIONADO,
2191,,DESARROLLOS FRONT-END SEMI-SENIOR,,JavaScript;TYPESCRIPT;Angular;DDD;NPM,,,3/10/23,NUEVA,APLICADO_SELECCIONADO,
2192,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;CL;DB2;AWS DynamoDB;Spring Boot;Artifactory;DOCKER;WMQ;Git,,,3/10/23,NUEVA,NO_APLICADO,
2200,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;DevOps;Patrón de diseño ScreenPlay;Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,3/13/23,NUEVA,APLICADO_PRESELECCIONADO,
2201,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;DevOps;Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,3/13/23,NUEVA,APLICADO_PRESELECCIONADO,
2215,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,SQL;Java SE;PostgreSQL; SERENITY;DevOps;Gherkin / Cucumber;Git, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,3/15/23,REEMPLAZO,APLICADO_SELECCIONADO,R  SEBASTIAN ZAPATA CASTAÑO 
2208,,DESARROLLOS BACK-END SEMI-SENIOR,,COBOL;DB2 , ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/15/23,NUEVA,NO_APLICADO,
2209,,DESARROLLOS DATASTAGE SEMI-SENIOR,,Java SE;IBM InfoSphere DataStage, ;TST2022: ING_SW_BASE_ETS_v3(DS);TST2021: DATASTAGE+JAVA,,3/15/23,NUEVA,APLICADO_SELECCIONADO,
2190,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;DevOps;Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,3/21/23,NUEVA,APLICADO_SELECCIONADO,
2193,,DESARROLLOS BACK-END SEMI-SENI,,RPG/ILE;Java SE;DB2;SQL Server;Spring Boot;Artifactory;Azure Active Directory;DOCKER;Git;GradleTener presente: Se requiere que el prestador viva en Medellín;y tener conocimiento en conocimientos en:Iseries;DevOps;Ingeniería de Software se requieren conocimientos en:Iseries;DevOps;Ingeniería de Software, ;TST2021: ISERIES(ISeriesJava);TST2021: JAVA+SQL_ETS(IseriesJava);TST2022: ING_SW_BASE_ETS_v3(IseriesJava),,3/22/23,NUEVA,NO_APLICADO,
2216,,DESARROLLOS BACK-END SENIOR,,RPG/ILE;MYSQL;Artifactory;Pruebas Unitarias;UrbanCode, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/22/23,NUEVA,APLICADO_NO_SELECCIONADO,
2226,,DESARROLLOS FULL-STACK SENIOR,,Java SE;JavaScript;PostgreSQL;REDIS;Angular;Spring Cloud;AMAZON EC2;DDD;Event-driven Architecture (EDA);DOCKER;Kubernetes;Git;Postman ," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava)",,3/23/23,NUEVA,APLICADO_PRESELECCIONADO,
2208,,DESARROLLOS BACK-END SEMI-SENIor COBOL,,COBOL;DB2 ;EAE;Cobol;WFL ,Adicional el prestador postulado tendrá validación técnica. ,,3/24/23,NUEVA,APLICADO_NO_SELECCIONADO,
2237,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;Spring Boot;Artifactory;Pruebas Unitarias;DOCKER;Kubernetes;Git, ;TST2022: ING_SW_BASE_ETS_v3(Java);TST2021: JAVA+SQL_ETS,,3/27/23,NUEVA,APLICADO_PRESELECCIONADO,
2242,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;MYSQL; SERENITY;Karate Framework;Gherkin / Cucumber;Patrón de diseño ScreenPlay;Kobiton;Git;Selenium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,3/27/23,REEMPLAZO,APLICADO_SELECCIONADO,
2241,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;Pruebas de Performance;DOCKER;Kubernetes;RabbitMQ;GradleTener en cuenta;se requieren conocimientos en: Programacion Reactiva en Java con Spring WebFlux;AWS Cloud;DevOps;Pruebas Unitarias;Pruebas de Aceptacion de servicios, ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,3/27/23,NUEVA,APLICADO_PRESELECCIONADO,
2219,,DESARROLLOS BACK-END SEMI-SENIOR,,COBOL;RPG/ILE;DB2, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/29/23,NUEVA,NO_APLICADO,
2243,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;SQL;ORACLE;DB2; SERENITY;DevOps;Patrón de diseño ScreenPlay, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,3/30/23,NUEVA,CANCELADO,R  JULIAN ORLANDO VALENZUELA SALAZAR
2193,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;Java SE;DB2;SQL Server;Spring Boot;Artifactory;Azure Active Directory;DOCKER;Git;GradleTener presente: Se requiere que el prestador viva en Medellín;y tener conocimiento en conocimientos en:Iseries;DevOps;Ingeniería de Software , ;TST2021: ISERIES(ISeriesJava);TST2021: JAVA+SQL_ETS(IseriesJava);TST2022: ING_SW_BASE_ETS_v3(IseriesJava),,3/30/23,NUEVA,NO_APLICADO,
2216,,DESARROLLOS BACK-END SENIOR,,RPG/ILE;MYSQL;Artifactory;Pruebas Unitarias;UrbanCodese requiere experiencia en Iseries y STI ambos en nivel alto, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,3/30/23,NUEVA,NO_APLICADO,
2193,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;Java SE;DB2;SQL Server;Spring Boot;Artifactory;Azure Active Directory;DOCKER;Git;GradleSe requiere que el prestador viva en Medellín;y tener conocimiento en conocimientos en:Iseries;DevOps;Ingeniería de Software , ;TST2021: ISERIES(ISeriesJava);TST2021: JAVA+SQL_ETS(IseriesJava);TST2022: ING_SW_BASE_ETS_v3(IseriesJava),,3/30/23,NUEVA,NO_APLICADO,
2249,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;SQL Server; SERENITY;DevOps, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/4/23,REEMPLAZO,APLICADO_SELECCIONADO,R NEIVER ANTONIO TAPIA
2251,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;DB2;Micro Focus Extra! X-treme (MyExtra);Patrón de diseño ScreenPlay, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,4/5/23,REEMPLAZO,APLICADO_SELECCIONADO,R HARIN CHAVERRA CORONADO 
2216,,DESARROLLOS BACK-END SENIOR,,RPG/ILE;MYSQL;Artifactory;Pruebas Unitarias;UrbanCodese requiere experiencia en Iseries y STI ambos en nivel alto, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,4/10/23,NUEVA,NO_APLICADO,
2246,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;AWS DynamoDB;Spring Boot;Spring Cloud;Artifactory;Pruebas Unitarias;Pruebas de Performance;DOCKER;Kubernetes;Git;RabbitMQse requieren conocimientos en: programación reactiva en Reactor y WebFlux;unit y Mockito;Docker;nube AWS , ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,4/10/23,NUEVA,APLICADO_SELECCIONADO,
2208,,DESARROLLOS BACK-END SEMI-SENIOR,,COBOL;DB2 se requiere obligatorio conocimiento en: EAE;Cobol;WFL ,  VALIDACION_TECNICA - DESARROLLOS BACKEND,,4/12/23,NUEVA,NO_APLICADO,
2264,,DESARROLLOS FULL-STACK SEMI-SENIOR,,Java SE;Python;REDIS;AWS DynamoDB;Spring Boot;Spring Cloud;AMAZON EC2;Artifactory;DDD;Azure Active Directory;DOCKER;Kubernetes;Postman ;Gradle," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,4/20/23,NUEVA,APLICADO_SELECCIONADO,
2267,,DESARROLLOS FRONT-END SEMI-SENIOR,,JavaScript;Fundamentos HTML;Angular;Nextjs (SSR);DOM y Browser Engine;LocalStorage;WebPack;NPM INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos deseable en WCM - HCL DX (Antiguo IBM Portal) ," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,4/21/23,REEMPLAZO,CANCELADO,
2274,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,SQL;Java SE;PostgreSQL; SERENITY;Karate Framework;Patrón de diseño ScreenPlay;DevOps;AWS RDS;Postman ;Git, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/21/23,NUEVA,APLICADO_PRESELECCIONADO,
2272,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;AWS DynamoDB;PostgreSQL, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/21/23,NUEVA,APLICADO_PRESELECCIONADO,
2268,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,, Java SE;SQL;AWS DynamoDB;MYSQL;BDD Framework;SERENITY;Micro Focus Extra! X-treme (MyExtra);REST;SOAP;AWS RDS;Kobiton;Postman ;Selenium , ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/24/23,NUEVA,APLICADO_SELECCIONADO,
2275,,DESARROLLOS FULL-STACK SENIOR,,Java SE;Elixir;PostgreSQL;MongoDB;Angular;Spring Boot;AMAZON EC2;DDD;SOLID;DOCKER;Kubernetes;RabbitMQ;Gradle," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: JAVA+SQL_ETS(FSJava)",,4/24/23,NUEVA,NO_APLICADO,
2269,,DESARROLLOS BACK-END SENIOR *Elixir(,,Java SE;Elixir;AWS DynamoDB;MongoDB;Spring Boot;Spring Cloud;Artifactory;Apache Camel;Azure Active Directory;DOCKER;Kubernetes;Git;RabbitMQTener en cuenta;se requieren conocimientos en: AWS;programación orientada a objetos;diseños y patrones arquitectónicos;MVC;JDBC;REST;relación de bases de datos;Maven;Gradle;servicios Multithreading;spring framork;hibernate framework;;lambdas;consola Amazon Web Services , ;TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,4/24/23,REEMPLAZO,NO_APLICADO,R  JUAN PABLO HERNANDEZ GUEVARA
2277,,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,,Java SE;JavaScript;Jmeter;DevOps,TST2022: PRUEBAS PERFORMANCE,,4/24/23,NUEVA,APLICADO_NO_SELECCIONADO,R  Miguel Anaya
2284,,DESARROLLOS FULL-STACK SENIOR(Elixir),,Java SE;Elixir;PostgreSQL;MongoDB;Angular;Spring Boot;AMAZON EC2;DDD;BDD (Gherkin / Serenity);DOCKER;Kubernetes;RabbitMQ;SeleniumTener en cuenta;se requieren conocimientos en: typescript;javascript;angular;react;scss;csss;htm5 Pruebas en jest y karma-jasmine Devops para pipelines y bases de AWS Integración de angular con npm y node;AWS ," ;TST2021: JAVA+SQL_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(FSJava);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,4/24/23,REEMPLAZO,NO_APLICADO,
2286,,DESARROLLOS FRONT-END SEMI-SENIOR,,JavaScript;Fundamentos HTML;Angular;Nextjs (SSR);DOM y Browser Engine;LocalStorage;WebPack;NPM INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos deseable en WCM - HCL DX (Antiguo IBM Portal) ," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,4/25/23,REEMPLAZO,APLICADO_SELECCIONADO,
2288,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;PostgreSQL;Spring Boot;Pruebas de Performance;Pruebas Unitarias;DOCKER;Git se requieren conocimientos en: AWS;;Microservicios Java Springboot Azure (DevOps) Docker SONAR Arquitectura Limpia (Ideal) BD PostgreSQL Git;Gradle Pruebas unitarias Pruebas Performance, ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,4/25/23,NUEVA,APLICADO_PRESELECCIONADO,
2293,,DESARROLLOS BACK-END SEMI-SENIOR RPG,,RPG/ILE;COBOL;DB2;Artifactory;Pruebas Unitarias INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren Experiencia alta en RPG;COBOL ;CLP;Iseries;Power i;Devops, ;TST2021: ISERIES;TST2022: ING_SW_BASE_ETS_v3(ISeries),,4/26/23,NUEVA,NO_APLICADO,
2276,,DESARROLLOS FULL-STACK SEMI-SENIOR,,JavaScript;Python;MYSQL;Angular;Nodejs;Git INFORMACIÓN ADICIONAL: Se postea para su gestión Tener en cuenta;se requieren conocimientos en: Node js," ;TST2022: ING_SW_BASE_ETS_v3(FSNode);TST2021: NODE+SQL_VSTI;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSNode)",,4/26/23,NUEVA,NO_APLICADO,
2260,,DESARROLLOS BACK-END SENIOR(Elixir),,Java SE;Elixir;PostgreSQL;Spring Web;DOCKER;Kubernetes;Gradle;Git, ;TST2022: ING_SW_BASE_ETS_v3(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2021: JAVA+SQL_ETS(JavaElixir),,4/25/23,NUEVA,NO_APLICADO,
2300,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;REDIS;Spring Boot;Spring Cloud;Artifactory;Pruebas de Performance;SOLID;DOCKER;Kubernetes;RabbitMQ;GraphQL, ;TST2022: ING_SW_BASE_ETS_v3(Java);TST2021: JAVA+SQL_ETS,,4/27/23,REEMPLAZO,APLICADO_SELECCIONADO,R CAMILO ANDRES BORRERO RODRIGUEZ
2297,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,Java SE;PostgreSQL;SOAP;AWS RDS;Selenium, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/27/23,REEMPLAZO,APLICADO_SELECCIONADO,R Nicolas Echeverri
2294,,DESARROLLOS MOBILE SENIOR,,Dart;SQLite;Artifactory;Flutter;Mockito;Git, ;TST2022: ING_SW_BASE_ETS_v3(MobFlutter);TST2021: MOBILE_FLUTTER_JAVA(Mob),,4/27/23,NUEVA,APLICADO_SELECCIONADO,
2299,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;REDIS;Spring Boot;Spring Cloud;Artifactory;Pruebas de Performance;SOLID;Kubernetes;DOCKER;Gradle;RabbitMQ, ;TST2022: ING_SW_BASE_ETS_v3(Java);TST2021: JAVA+SQL_ETS,,4/27/23,REEMPLAZO,APLICADO_SELECCIONADO,R Daniel Buritica
2304,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;AWS DynamoDB;Karate Framework;Micro Focus Extra! X-treme (MyExtra);REST;Kobiton;Postman , ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,4/28/23,NUEVA,NO_APLICADO,
2303,,DESARROLLOS BACK-END SEMI-SENIOR,,RPG/ILE;COBOL;DB2;Pruebas Unitarias;Azure Active Directory, ;TST2022: ING_SW_BASE_ETS_v3(ISeries);TST2021: ISERIES,,4/28/23,NUEVA,NO_APLICADO,
2298,,DESARROLLOS MOBILE SENIOR,,JavaScript;Couchbase Mobile;Artifactory;Flutter;Mockito;Postman , ;TST2022: ING_SW_BASE_ETS_v3(MobFlutter);TST2021: MOBILE_FLUTTER_JAVA(Mob),,4/28/23,NUEVA,APLICADO_SELECCIONADO,
2309,,DESARROLLOS FRONT-END SENIOR,,REACT;Angular;Event-driven Architecture (EDA);WebPack Tener en cuenta;se requieren conocimientos en: Spring Boot;metodologías de desarrollo enfocadas al diseño guiado al dominio (DDD);Clean Architecture y metodología de trabajo ágiles (Scrum) ," ;TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava);TST2022: ING_SW_BASE_ETS_v3(Front)",,5/3/23,NUEVA,CANCELADO,
2269,,DESARROLLOS BACK-END SENIOR*elixir,,Java SE;Elixir;AWS DynamoDB;MongoDB;Spring Boot;Spring Cloud;Artifactory;Apache Camel;Azure Active Directory;DOCKER;Kubernetes;Git;RabbitMQTener en cuenta;se requieren conocimientos en: AWS;programación orientada a objetos;diseños y patrones arquitectónicos;MVC;JDBC;REST;relación de bases de datos;Maven;Gradle;servicios Multithreading;spring framork;hibernate framework;;lambdas;consola Amazon Web Services , ;TST2021: JAVA+SQL_ETS(JavaElixir);TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,5/4/23,NUEVA,NO_APLICADO,
2316,,DESARROLLOS MOBILE SENIOR,,Dart;Couchbase Mobile;Artifactory;Flutter;Git , ;TST2022: ING_SW_BASE_ETS_v3(MobFlutter);TST2021: MOBILE_FLUTTER_JAVA(Mob),,5/5/23,NUEVA,APLICADO_NO_SELECCIONADO,
2320,,ANÁLISIS DE PERFORMANCE SEMI-SENIOR,,Java SE;JavaScript;Jmeter;Azure Active Directory;ISERIES;IIS;Postman,TST2022: PRUEBAS PERFORMANCE,,5/5/23,NUEVA,APLICADO_NO_SELECCIONADO,
2317,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;AWS DynamoDB;Karate Framework;Patrón de diseño ScreenPlay;Kobiton;Git,,,5/8/23,NUEVA,APLICADO_PRESELECCIONADO,
2314,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;Python;Sterling se requieren conocimientos en: Sterling MFT;AWS contenerización, ;TST2022: PYTHON+SQL;TST2022: ING_SW_BASE_ETS_v3(Python),,5/8/23,NUEVA,NO_APLICADO,
2295,,AUTOMATIZACIÓN DE PRUEBAS Junior,,Java SE;AWS DynamoDB;PostgreSQL;SERENITY;AWS RDS;Postman, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,5/11/23,NUEVA,APLICADO_SELECCIONADO,
2326,,DESARROLLOS BACK-END SENIOR*elixir,,Java SE;PostgreSQL;Spring Web;Pruebas Unitarias;Kubernetes;DOCKER;Git, ;TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2021: JAVA+SQL_ETS(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir),,5/11/23,REEMPLAZO,APLICADO_SELECCIONADO,R JAVIER AUGUSTO MURCIA 
2318,,DESARROLLOS BACK-END SENIOR,,Java SE;AWS DynamoDB;Spring Boot;Artifactory;Event-driven Architecture (EDA);Kubernetes;GitTener en cuenta;se requieren conocimientos en: programación reactiva • Devops (preferiblemente azure devops) • AWS developer• microservicion (rest;restful)• Conocimiento arquitectura aplicativa (Arquitectura limpia) , ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,5/11/23,NUEVA,APLICADO_PRESELECCIONADO,
2317,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;AWS DynamoDB;Karate Framework;Patrón de diseño ScreenPlay;Kobiton;GitTener en cuenta;se requieren conocimientos en: frameworks de Karate e integration test flutte, ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,5/11/23,NUEVA,APLICADO_PRESELECCIONADO,
2313,,DESARROLLOS BACK-END SEMI-SENIOR,,Java SE;SterlingSe postea para su gestión Tener en cuenta;se requieren conocimientos en: Serling MFT con conocimientos en AWS y contenerización, ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,5/11/23,NUEVA,CANCELADO,
2301,,DESARROLLOS BACK-END SENIOR,,Java SE;PostgreSQL;MongoDB;Spring Boot;Spring Web;Artifactory;Pruebas de Performance;Event-driven Architecture (EDA);DOCKER;Kubernetes;Gradle;RabbitMQ, ;TST2021: JAVA+SQL_ETS;TST2022: ING_SW_BASE_ETS_v3(Java),,5/11/23,NUEVA,APLICADO_PRESELECCIONADO,
2331,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENI,,: Java SE;AWS DynamoDB;PostgreSQL; SERENITY;Gherkin / Cucumber;DevOps;AWS RDS;Postman ;Selenium, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,5/12/23,REEMPLAZO,APLICADO_SELECCIONADO,R  Yuli Viviana Rojas
2319,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENI,,Java SE;PostgreSQL;SERENITY;Patrón de diseño ScreenPlay;Git , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,5/15/23,NUEVA,CANCELADO,
2333,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENI,,Java SE;ORACLE;Karate Framework;Micro Focus Extra! X-treme (MyExtra);DevOps;AWS RDS;Postman , ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,5/17/23,NUEVA,NO_APLICADO,
2342,,AUTOMATIZACIÓN DE PRUEBAS SENIOR,,Java SE;MongoDB; SERENITY;AWS RDS;Selenium;Tener en cuenta;se requieren conocimientos en: Patrón de diseño Screenplay Postman;Bases de datos PostgreSQL MongoDB;Serenity BDD;Conocimientos en DEVOPS Git, ;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA;TST2022: AUTOMATIZACIÓN_PRUEBAS,,5/17/23,NUEVA,APLICADO_SELECCIONADO,
2343,,DESARROLLOS FRONT-END SENIOR,,TYPESCRIPT;Angular;se requieren conocimientos en: react;scss;csss;htm5 pruebas en jest y karma - jasmine Devops para pipe lines y bases de aws," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,5/23/23,NUEVA,NO_APLICADO,
2343,,DESARROLLOS FRONT-END SENIOR,,TYPESCRIPT;Angular;se requieren conocimientos en: react;scss;csss;htm5 pruebas en jest y karma - jasmine Devops para pipe lines y bases de aws," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,5/23/23,NUEVA,NO_APLICADO,
2344,,DESARROLLOS BACK-END SENIOR*Elixir,,Java SE;Elixir;MongoDB;PostgreSQL;Spring Boot;Artifactory;BDD (Gherkin / Serenity);SOLID;DOCKER;Kubernetes;RabbitMQ;Gradle se requieren conocimientos en: Java;AWS;programación orientada a objetos;diseños y patrones arquitectónicos;MVC;JDBC;REST;relación de bases de datos, ;TST2021: PROGRAMACIÓN REACTIVA_ELIXIR(JavaElixir);TST2022: ING_SW_BASE_ETS_v3(JavaElixir);TST2021: JAVA+SQL_ETS(JavaElixir),,5/23/23,NUEVA,NO_APLICADO,
2343,,DESARROLLOS FRONT-END SENIOR,,TYPESCRIPT;Angular;se requieren conocimientos en: react;scss;csss;htm5 pruebas en jest y karma - jasmine Devops para pipe lines y bases de aws," ;TST2022: ING_SW_BASE_ETS_v3(Front);TST2021: ANGULAR, JS, TYPESCRIPT, HTML_ETS(FSJava)",,5/23/23,NUEVA,NO_APLICADO,
2348,,AUTOMATIZACIÓN DE PRUEBAS SEMI-SENIOR,,SQL;Java SE;DB2;PostgreSQL; SERENITY;Karate Framework;Micro Focus Extra! X-treme (MyExtra);BDD (Gherkin / Serenity);Gherkin / Cucumber;AWS RDS;Análisis Estático (SonarQube), ;TST2022: AUTOMATIZACIÓN_PRUEBAS;TST2022: RETO PRÁCTICO AUTOMATIZADOR QA,,5/24/23,NUEVA,NO_APLICADO,
